Serial No.,Name of the Project,Project Activity,Name of the Contact Person,Sector,Address Line.1,Address Line.2,Address Line.3,Telephone,Fax,Email
1589,SKYLINE BASEBALL (PVT) LTD.,BASE BALLS,CHAMINDA HETTIARACHCHI,Manufacturing,BLOCK 2,HORAKELE ESTATE,"GODIGAMUWA RD, DUNAGAHA.",312243775,,chaminda@skylinebaseball.com
1590,SKYWAY SEAFOODS SPECIALISTS (PVT) LTD.,SEA FOOD PROCESSING,SKYWAY SEAFOODS SPECIALIST`S (PVT)LTD.,Agriculture,"NO:125/A, DUNGALPITIYA","THALAHENA ,",NEGOMBO,031-2238288,,sumudu@skywayseafoods.com
1591,SLEEK LINE (PVT) LTD.,GARMENTS,J M BISARA CHANAKYA,Apparel,NO. 15/27,BATADOMBAGAHAWARRE RD.,MAHARAGAMA,0777 874922,,bisara@invest_srilanka.com
1592,SLIMCO ENGINEERING SERVICES (PVT) LTD.,1 MW MINI HYDRO POWER PROJECT,S A MUDALIGE,Utilities,NO. 231,HIGH LEVEL RD.,HOMAGAMA,077 3778704,2893464,slimcoem@gmail.com
1593,S-LON LANKA (PVT) LTD.,PVC PIPES & FITTING,NISHAD GUNADEERA,Manufacturing,NO 515/7,T B JAYHA MAWATHA,COLOMBO 10,772613610,114760150,nishad@slon.maharaja.lk
1594,SMART SHIRTS (LANKA) LTD.,GARMENTS,MARJI  I. RODRIGO,Apparel,P.O. BOX 3,E.P.Z.,KATUNAYAKE.,"2250500,2252901/2/5",2252818,MARJIRODRIGO@SMART-SHIRTS.COM.LK
1595,SMART SHIRTS LTD./KOTADENIYAWA,GARMENTS,LAKSHMAN GUNAWARDENA-FIN & ADM MANAGER,Apparel,,,,2254955,"254,955,252,818",lakshman@smart-shirts.com
1596,SMART SHIRTS(Haragama) LTD.,GARMENTS,LAKSHMAN GUNAWARDENA - FIN. & ADMIN MANA,Apparel,,,,2254955,"225,495,522,528,182,000,000",lakshman@smart-shirts.com
1597,SMART SHIRTS(Hunnasgiriya) LTD.,GARMENTS,LASHMAN GUNAWARDENA - FIN&ADM. MANAGER,Apparel,,,,2254955,"22,549,552,252,818",lakshman@smart-shirts.com
1598,SML DUALPLAST LANKA (PVT) LTD., LABELS & OTHER GARMENT ACCESSORIES,DHAMMIKA THUSHARA - FINANCE MANAGER,Apparel,KAHATAGAHAWATTE,KADAWALA,KATANA.,0312248982/3,312248984,thushara@sml.com
1599,SOFTLOGIC CITY HOTELS (PVT) LTD,FIVE STAR HOTEL  - 224 ROOMS,MS. MENAKA GALGAMULA,Tourism & Leisure,SOFTLOGIC HOLDINGS LIMITED.,"NO. 14, DE FONSEKA RD.",COLOMBO 05,"5575133,0777-669977",2595441,gayanp@softlogic.lk
1600,SOJITZ KELANITISSA (PVT) LTD.,POWER STATION (163.5 MW),SHAMINGA FERDINANDUSZ - FINANCE MANAGER,Utilities,"NO. 28,  NEW KELANI BRIDGE RD",WELLAMPITIYA.,,011-4657400,011-2385099,shaminga.ferdinandus@aes.com
1601,SOL TRIM INTERNATIONAL (PVT) LTD.,LABELS,VIRAJ WEERASINGHE - FINANCE MANAGER,Apparel,"NO. 45 , OFF WELIKADAWATTE",NAWALA ROAD,RAJAGIRIYA.,777901514,4-613618,viraj@soltrim.com
1602,SOLAR ONE CEYLON (PVT) LTD.,10 MW SOLAR POWER PLANT,TORSTEN ADLER,Utilities,C/O. GANLATHS,"GALADARI HOTEL, 64","LOTUS RD., COLOMBO 01", 0777 485221,,aldertorsten@ymail.com
1603,SOLAS MARINE LANKA (PVT) LTD.,BOATS,ABEYSEKARA,Manufacturing,NO. 129 CARMALE MW,ELAKANDA,HENDALA,112936227,112933684,abey@solasmarinelanka.com
1604,SOORYA RICE FLOUR PROCESSING (PVT) LTD.,RICE FLOUR MILL,MR. M.I.S.M. RIYAL - CHAIRMAN,Agriculture,"NO. 172, GALLALLA",THAMANKADUWA,POLONNARUWA,"0777-373773,027-2223658",027-2223658,sooryaafoods@yahoo.com
1605,SOUTH ASIA GATEWAY TERMINALS (PVT) LTD.,PROVIDE SERVICE FOR COL. PORT,MANO RAJAKARIAR,Infrastructure,P.O. BOX 141,COLOMBO,,112457280,112457556,Mano.Rajakariar@sagt.com.lk
1606,SOUTH ASIA GRANITE & MARBLE (PVT) LTD.,"CRUDE MARBLE & GRANITE BLOCKS,ROUGH MARBLE SLABS",ASHWANI K JASWAL,Manufacturing,B.E.P.Z,BIYAGAMA.,,5559795,4819370,southasiasrilanka@gmail.com
1607,SOUTH ASIA TEXTILES LTD.,"KNITTED FABRICS,KNITTED BUSH FABRICS",V VIVEGANANDHA,Apparel,NO. 70,FELIX R DIAS BANDARANAYAKE,PUGODA.,5223226,112405237,viveganandha@satextile.com
1608,SOUTH ASIAN INST. TECH. AND MEDICINE P.L,HIGHER EDUCATION INSTITUTE,MS. HIMALI JAYATHILAKE,Knowledge Services,"NO.60,SUHADA MAWATHA , MILLENNIUM DRIVE",CHANDRIKA KUMARATUNGA,MALABE,2413331,2413332,himali.saitm@gmail.com
1609,SOUTH ASIAN INST. TECH. AND MEDICINE-EXP,HOSPITAL,RANJITH FERDINANDO,Knowledge Services,SOUTH ASIAN INST. TECH. AND MEDICINE P L,"NO. 60, SUHADA MW.","MILLENNIUM DRIVE, MALABE","2413331, 071 4750593",2413332,ranjith.saitm@gmail.com
1610,SOUTHERN SPARS INTERNATIONAL (PVT) LTD.,"EC6 RIGGING (CABLES),CARTON FIBER BATTENS,CARBON FIBER MASTS",RASAD LAKMAL,Manufacturing,LOT 51,E.P.Z.,BIYAGAMA,775256095,011-2465091,rasad.lakmal@northsails.com
1611,SPADO INTERNATIONAL (PVT) LTD.,"FOLIAGE PLANTS,DRIED FLOWERS, DECORATIVE ITEMS",CHANDANA DE SILVA - GENERAL MANAGER,Agriculture,SPADO INTERNATIONAL (PVT) LTD.,HALDANDUWANA,DANKOTUWA,"031-2259518/56585,0773113857",031-2259518,spadoint@sltnet.lk
1612,SPECTRA INTEGRATED LOGISTICS (PVT) LTD.,CONTAINER DEPOT WITH  WAREHOUSING FACILITY,A M N MADUSHANKA,Services,"LEVEL 5, HEMAS BLDG.","36, BRISTOL ST.",COLOMBO 01,711296016,112079000,madushanka.hl@hemaslogistics.com
1613,SPENCER DENIM INDUSTRIES (PVT) LTD.,NON-QUOTA GARMENTS,MR.PK JAYARATNE,Apparel,"NO. 14 , DEVAGE ROAD",PADUKKA.,,117390470,2830244,jayaratne@spencerdenimsl.com
1614,SPEVILLE CEYLON (PVT) LTD.,OFFICE COMPLEX,P.A. DAMINDA SAMPATH -FINANCE  MANAGER,Infrastructure,"341/5 , KOTTE RD.",RAJAGIRIYA.,,2887801/0715348481,2887833,daminda@hoodvian.com
1615,SPICE OF LIFE (PVT) LTD.,"TRADING HOUSE &EXP.OF GARMENTS,IMPORT SPICES FOR  RE-EXPORT",MR.R.C. ARNOLD,Services,"NO. 264 , GRANDPASS RD.",COLOMBO 14.,,7 608522,2447886,spice@adamexpo.net
1616,SRI BIO TECH LANKA (PVT) LTD.,BIO FERTILIZER,MR. SUSANTHA WIJAYAKULATHILAKA -CEO,Manufacturing,HIGH LEVEL RD.,MAWATHAGAMA,"MEEPE, PADUKKA.","2830222, 5671228,0714335167",2830222,susanthabiotech@gmail.com
1617,SRI LANKA INS. OF INF.TECH.(GUARANTE)LTD,TRAINING INSTITUTE,PROF. LALITH GAMAGE,Knowledge Services,SRI LANKA INSTITUTE OF INF. TECHNOLOGY,NEW KANDY RD.,MALABE,2413900,2413901,hewa@sliit.lk
1618,SRI LANKA INS. OF INF.TECH.(GUARANTE)LTD,TRAINING INSTITUTE,MRS. K.P.P.P ABEYWICKRAMA,Knowledge Services,"16TH FLOOR, BOC MERCHANT TOWER","NO.28, ST. MICHAELS ROAD",COLOMBO -03,112413900,112413901,priyantha.a@sliit.lk
1619,SRI LANKA INST. OF NANOTECH.  (PVT) LTD.,NANO SCIENCE PARK,DINUSHA PERERA,Infrastructure,SLINTEC PVT LTD,MAHENWATHA PITIPANA,HOMAGAMA,4650505,4650532,dinushap@slinntec.lk
1620,SRI LANKA TELECOM PLC,"TELECOMMUNICATION,INTERNET PROTOCOL TV SERVICE",W.M.U MAHAMITHAWA-GM (FP&IR),Utilities,"LOTUS  RD,","PO BOX503,.",COLOMBO 01.,011-2393320,011-2348049,mahamithawa@slt.com.lk
1621,SRI LANKA TELECOM PLC - EXP,TELECOMMUNICATION,W M U MAHAMITHAWA,Utilities,"FINANCIAL,PLANNING&INVESTOR RELATION","DIVISION, SRI LANKA TELECOM","LOTUS RD.,POBOX503,COLOMBO 01.",2393320,2348049,mahamithawa@slt.com.lk
1622,SRI RAMCO ROOFINGS LANKA (PVT) LTD.,PLASTIC & RUBBER HOUSEHOLD ITEMS,SURANGA INDRAJITH,Manufacturing,"MATHUGAMA INDUSTRIAL ESTATE,","PALLEGODAWATTA,","5TH MILE POST, MEEGAMA",0711874975/0345626343,342290324,sib@ril.co.in
1623,SRI TOYS EDUCATIONAL INTL. (PVT) LTD., EDUCATIONAL TOYS,P M J MUHANDIRAM,Manufacturing,NO. 13,ROLLY FERNANDO MW,"KATUBEDDA, MORATUWA",038 - 2235271/2/3,038 - 2234114,info@sritoys.com
1624,SRILANKAN AIRLINES LTD.,AIRLINE SERVICES,NILANTHI PERERA,Tourism & Leisure,"#22-01 , EAST TOWER",WORLD TRADE CENTRE,COLOMBO 01.,197332611,197335252,nilanthi.perera@srilankan.com
1625,SRILANKAN CATERING LTD.,AIR LINE CATERING SERVICES,NALAKA SANJEEWA -FIN. MANAGER,Tourism & Leisure,BANDARANAYAKE INT. AIRPORT,P.O.BOX 7,KATUNAYAKE.,197334124,197334126,cev@srilankancatering.com
1626,ST. ANTHONY'S PROPERTY DEVELOPERS P.L., BUILDING,S SIVAKUMAR,Infrastructure,NO. 752/1,DR. DANISTER DE SILVA MW.,COLOMBO 09,2692167,2469502,anton@slt.lk
1627,STAFFORD HOTELS PLC.,REFURBISHMENT OF CLUB HOTEL DOLPHIN - 160 ROOMS,T THIVAKARAN,Tourism & Leisure,SERENDIB LEISURE MGT. LTD.,"2ND FLOOR, A A BLDG., NO. 40","SIR MOHAMED MACAN MARKAR MW., COL 03",2332155-8,2438933,thivat@serendibleisure.lk
1628,STAR CLOTHING INTERNATIONAL (PVT) LTD.,GARMENTS - TAKE OVER CAPITAL CONSOLIDATED LANKA (PVT) LTD.,MS. SUMUDU,Apparel,KUDAGAMMANA,WALPITA,DIVLAPITIYA,031-3322456,,
1629,STAR FASHION CLOTHING (PVT) LTD.,GARMENTS,SHYAMALIE PERERA,Apparel,1/A,UNITY PLACE,COLOMBO 03,4381250,4209870,shyamaliep@star.lk
1630,STAR GARMENTS (PVT) LTD.,"GARMENTS,MFG. OF WRAPS TO BE EXPORTED TO ISRAEL.",SHYAMALIE PERERERA,Apparel,"P.O.BOX 1,RING ROAD 2",E.P.Z.,KATUNAYAKE.,114381250,4209870,shyamaliep@star.lk
1631,STAR GARMENTS GROUP (PVT) LTD.,EXPORT TRADING HOUSE,SHYAMALIE PERERA,Apparel,M/S STAR GARMENTS LTD,"NO. 1 A, UNITY PLACE",COLOMBO 03,48331250/0777395159,4209870,shyamaliep@star.lk
1632,STAR PACKAGING (PVT) LTD.,CORRUGATED CARTONS,SHIRLEY A PEIRIS - DIRECTOR,Manufacturing,STAR PACKAGING (PVT) LTD,NAWAGAMUWA  RANALA,KADUWELA.,2415370,2415312/2415313,shirley@starpackaging.biz
1633,STARCO LANKA (PVT) LTD.,SOLID & PNEUMATIC TYRES,NANDANA WEERASINGHE,Manufacturing,"NO 84, BEPZ","PHASE 2, WALGAMA",MALWANA,2489797,2489191,info_lanka@starco.com
1634,STATESMAN HATS (PVT) LTD.,"HATS,CAPS,HAT PARTS,CAP PARTS,JACKETS,SCARVES,GLOVES",MR.ZAHID JAFFERJE -MD,Apparel,"NO. 2, ARUNACHALAM AVE.",HORTON PLACE,COLOMBO 07,0777 319644,2942675,zahid-jaff@yahoo.com
1635,STELLENBERG HYDRO POWER  (PVT) LTD.,1 MW MINI HYDRO POWER PLANT,D.P.LOKUGALAPPATHTHI,Utilities,"NO 168,",NEGOMBO ROAD,PELIYAGODA,115117780,117990019,disna@lotusreenergy.com
1636,"STEWART""S MANUFACTURING (PVT) LTD.","READYMADE GARMENTS,INDIRECT EXPORTS",H H D BAMUNUWATTA,Apparel,"77/1 , LANKA MATHA MW.",MAHABAGE.,,2723357/0718733157,2723357,duminda@stewartslanka.net
1637,STRAINTEC (PVT) LTD.,"STRAIN GAGES,LOAD CELLS,SCALES",MANULA KALUHENDIWALA - DIRECTOR FINANCE,Manufacturing,P.O. BOX 24,"PHASE I, K.E.PZ",KATUNAYAKE.,011-4-837700,011-2252142,manula.k@flinteclk.com
1638,STRAINTEC (PVT) LTD. - EXP,STRAIN GAGES,N R P C DE SILVA - MANAGER(HR & ADMIN),Manufacturing,,,,4837700,2252142,paul.s@flinteclk.com
1639,STRETCHLINE (PVT) LTD.,"KNITTED WOVEN&JACQUARD ELASTIC,MFG. COVERD YARN,ELASTOMERICS",RUWAN SENAVIRATHNE - FINANCE CONTROLLER,Apparel,"LOT 89,BEPZ",MALWANA,BIYAGAMA.,"48,281,520,772,384,800",4817621,ruwans@stretchlinesl.com
1640,STRETCHLINE (PVT) LTD. - EXP 2,ELASTICS (NARROW FABRIC),ROHAN FERNANDO,Apparel,STRETCHLINE (PVT) LTD.,"LOT NO. 89,E P Z",BIYAGAMA,4828100,4817621,rohanf@stretchlinesl.com
1641,STRETCHLINE (PVT) LTD. - EXP1,FABRIC-KNITTED CROCHETED/WOVEN,TIMOTHY SPELDEWINDE - MANAGING DIRECTOR,Apparel,E.P.Z.,BIYAGAMA.,,074-828100-2,074-817621,"stretch@sri,lanka.net"
1642,STRING ART (PVT) LTD.,"MUSICAL INSTRUMENTS,MFG WHITE BODY VIOLINS",R .K  PIYASIRI,Manufacturing,"NO. 325  , CHITHRA MW.",PAHALA IMBULGODA,IMBULGODA.,033 - 4926046,,oceanmc@hanmail.com
1643,STUDY WORLD LANKA CAMPUS (PVT) LTD.,TRAINING INSTITUTE TO OFFER DEGREE PROGRAMS,BALAJI JAGADEESAN,Knowledge Services,"NO. 282/1, HIGH LEVEL ROAD",NUGEGODA,,112817707,011 2856656,finance-swlc@swehg.com
1644,STYLISH CASUAL WEAR (PVT) LTD.,GARMENTS,H A D P SURANJANA,Apparel,"NO. 5/4, 1ST LANE",STATION RD.,HOMAGAMA,"2855027, 0777 723447",2855747,jeiltc@yahoo.com
1645,STYLISH GARMENTS (PVT) LTD.,GARMENTS,MRS P S D PINDENIYA,Apparel,"NO. 5/4, 1ST LANE",STATION ROAD,HOMAGAMA.,"2855027, 4440300",2855747,stylishembrodery@eureka.lk
1646,SUISSE HOTEL KANDY (PVT) LTD,116 ROOMED HOTEL,SUNIL WANIGABADU,Tourism & Leisure,NO. 101,WIJERAMA MW.,COLOMBO 07,4715020,4715021,sunil@sinolanka.com
1647,SUJALA SHAKTHI (PVT) LTD.,1.8 MW MINI HYDRO POWER PLANT,MRS. A C JAYAWARDENE,Utilities,NO. 491,GALLE RD.,COLOMBO 03,4521940,2597332,chamind@isplanka.com
1648,SUMANAGIRI LANKA LTD.,BOUTIQUE HOTEL - 38 ROOMS,MR. SANDESH KUMAR SHARMA,Tourism & Leisure,"NO. 689, GEN. LARRY WIJERATHNE MW.","AKUREGODA RD., PELAWATTA",BATTARAMULLA,0777-736263,2077886,sumanagiriheadoffice@gmail.com
1649,SUMIKO LANKA HOTELS (PVT) LTD.,94 ROOMED TOURIST HOTEL,HARSHA FERNANDO-GROUP FIN. CONTROLLER,Tourism & Leisure,NO. 79,HORTON PLACE,COLOMBO 7,2677510 / 4719534,4627795,ecourt@sltnet.lk
1650,SUMITHRA GAR. (PVT) LTD./PGEPZ,GARMENTS,SAMINDRA ABEYSEKARA - GENERAL MANAGER,Apparel,"NO.33, THELANGAPATHA ROAD",WATTALA,,037-2242280,037-2242278,samindra@sumithra.lk
1651,SUMITHRA HASALAKA (P) LTD.-RANPOKUNAGAMA,GARMENTS - TAKE OVER GARTEX IND. LANKA (PVT) LTD.,USAIM IBRAHIM,Apparel,NO. 33,THELANGAPATHA RD.,WATTALA,,,
1652,SUMITHRA HASALAKA (PVT) LTD.,GARMENTS (TAKE OVER TRI STAR APPAREL- MINIPE),A.R.FAROUK,Apparel,"NO.33, THELANGAPATHA ROAD",WATTALA,,4 824900,2 939204,riza@sumithra.lk
1653,SUN & FUN RESORTS LTD,HOTEL WITH 15 CHALETS - 70  ROOMS,MR. T.RUSIRIPALA,Tourism & Leisure,"NO. 16,",MALALASEKERA MAWATHA,COLOMBO 07,"25,885,810,727,624,800",2580675,coastal@sltnet.lk
1654,SUN TAN BEACH RESORTS LTD.,FOUR STAR TOURIST RESORT - 100 ROOMS,MR. RANGA DIAS  -,Tourism & Leisure,NO. 351,UNION PLACE,COLOMBO 02,2472398/97,,ranga.dias@itmin.com
1655,SUNCITY DEVELOPERS (PVT) LTD,HOUSING COMPLEXES AT FOUR LOCATIONS,MS NISANKA DAHANAYKA,Infrastructure,NO 18,ST ANTHANY`S MWATAHA,COLOMBO 03,0112372255 / 0112372290,114713841,businessdev@suncity.lk
1656,SUNDARAM LANKA TYRES LTD.,SOLID TYRES,G D A P DHARMASIRI - MANAGER FINANCE,Manufacturing,"LOT 2 , BLOCK B , B E P Z",BIYAGAMA.,,2465664,5516515,finmgr_srilanka@sun-tws.com
1657,SUNNY CREATION INTL.INVESTMENT (PVT) LTD,MINING & PROC. OF VALUE ADDED GRANITE AND GRANITE TILES,W A P D WANIGASUNDARA,Manufacturing,14    ,"HAIG ROAD,",COLOMBO 04,0771 028009/ 0779 999199,,padmipdw@yahoo.com
1658,SUNRICH CONFECTIONERY (PVT) LTD.,BISCUITS,MR.S.SUTHAGAN,Agriculture,NO.50/5B 1,SIRIPA ROAD,COLOMBO 05,773503838,0112592162/0342258104,sunrich@sltnet.lk
1659,SUNRICH CONFECTIONERY (PVT) LTD. - EXP,BISCUITS,M. SRIDARAN,Agriculture,"NO. 73/6, SAMAN UYANA",KUMARAGEWATTE,PELAWATTE,"0777-377996,034-2258105",342258104,shri@sunrichbiscuits.com
1660,SUNSET BEACH RESORT & SPA (PVT) LTD.,BOUTIQUE HOTEL & SPA,N R P DE SILVA,Tourism & Leisure,NO. 10,ALBERT CRESENT,COLOMBO 07,071 7915064,011 2522942,nrpdesilva@sanken.lk
1661,SUNTEA (PVT) LTD.,TEA,M. IQBAL - FIN. MANAGER,Manufacturing,"324. CANAL ROAD, DICKOWITA,","HENDALA,",WATTALA.,011-5288890/1/2,011-5289900,suntea@suntea.lk
1662,SUPERBA HYDRO (PVT) LTD.,0.5 MW MINI HYDRO POWER PLANT,PIYAL S GOONETILLEKA,Utilities,NO. 6/3,GALPOTTA RD.,NAWALA,0722 430030,,psgassoc@yahoo.com
1663,SUPREMESAT (PVT) LTD.,SATELLITE SYSTEM TO PROVIDE TELECOMMUNICATIONS,MR  VIJITH  PEIRIS,Utilities,"LEVEL33,","WEST TOWER,","WORLD TRADE CENTER..,COLOMBO01.",011-2434000,011-2434049,vijith@supreme.lk
1664,SURIYA LUXURY RESORTS (PVT) LTD,FIVE STAR LUXURY RESORTS-(56 ROOMS) AT WAIKKALA,NINESH SURIYASENA,Tourism & Leisure,"FERNANDO ROAD,",MARAWILA.,,777342007,031 2278019,ninesh.suriyasena@gmail.com
1665,SUWA SHANTHI HOSPITAL (PVT) LTD.,TWO TIER HOSPITAL,S. LIYANAGE - DIRECTOR,Infrastructure,NO. 11,MAITHREEPALA SENANAYAKE MW.,ANURADHAPURA.,0777-237508,025-2236444,suwashanthi_hospital@yahoo.com
1666,SWEEPRO MANUFACTURING (PVT) LTD.,"RUBBER BROOMS, BRUSHES, SCRAPERS  & SWOOZ",P D N SHERVIN,Manufacturing,LANCOR MW.,RILAULLA,KANDANA.,112230158/9,2232402 / 4832126,nihal@sweepa.com
1667,SWISS CUT & DESIGN (PVT) LTD.,GEM & DIAMOND CUTTING &  MFG. JEWELLERY,MR.T.N.PRABATH FERNANDO,Manufacturing,NO. 73,"MORONTHUDUWA ROAD,",WADDUWA,038-2233107,038-2233107,swisscut2@gmail.com
1668,SWISSTEK ALUMINIUM LTD.,ALUMINIUM EXTRUDED PRODUCTS,SUNIL ATAPATTU,Manufacturing,NO. 76/7,PAHALA DOMPE,DOMPE.,0117-807100,2409474,sunil@swisstekaluminium.com
1669,SWITZ LANKA (PVT) LTD., POULTRY FARM,BAVANI SUDHARSHAN,Agriculture,"GROUND FLOOR, NO 11","CASTLE LANE,",COLOMBO 04,4852323,4209574,bavani@switzlanka.com
1670,SYNAPSYS LTD.,IT ENABLED SERVICES TO THE FINANCIAL SERVICES INDUSTRY,THEJAN KODITHUWAKKU,Knowledge Services,NO. 540,NAWALA ROAD,RAJAGIRIYA,2880770 EXT: 6722,2880779,thejan.kodithuwakku@synapsys.sg
1671,T & S BUTTONS LANKA (PVT) LTD .- EXP1,POLYESTER BUTTONS,J P M GAMAGE - CHIEF OPERATING OFFICER,Apparel,DTM BUTTONS (PV) LTD.,"NO. 14, BLOCK B,","E.P.Z., BIYAGAMA.",2489400,2489504,janaka@brandix.com
1672,T & S BUTTONS LANKA (PVT) LTD.,POLYESTER BUTTONS,A D U PERERA - CHIEF FINANCIAL OFFICER,Apparel,BLOCK B,"NO. 14, E.P.Z.",BIYAGAMA.,"24,894,000,777,881,000",2489504,darshanap@brandix.com
1673,T AND G LANKA (PVT) LTD.,FIBER OPTICAL CABLES,J. RUPESINGHE,Manufacturing,T&G LANKA [PVT] LTD,FREE TRADE ZONE,,011-2252133,011-252132,finance@tglanka.lk
1674,T N G PACKAGING (PVT) LTD.,POLYPROPYLENE BALE STRAPS,W P SANJEEWA PRADEEP,Manufacturing,"NO:45A, INDUSTRIAL ESTATE",DANKOTUWA,SRI LANKA,773520137,312260260,sanjeewa@tngpack.com
1675,T T E L HYDRO POWER COMPANY (PVT) LTD.,TWO MINI HYDRO POWER PLANTS,MR.K A B M T SENAVIRATNE -ACCOUNTANT,Utilities,"NO. 27-2, EAST TOWER",W T C,COLOMBO 01,011-2381111/077-3605312,011-2381115,mahesh.senevirathna@hayleyspower.com
1676,T T E L SOMERSET HYDRO POWER (PVT) LTD.,0.52 MW HYDRO POWER PLANT,MR.K A B M I SENAVIRATHNA -ACCOUNTANT,Utilities,"27-2, EAST TOWER,",WORLD TRADE CENTER,COLOMBO 01,011-2381111/077-3605312,011-238115,mahesh.senevirathna@hayleyspower.com
1677,T.I.M. ASIA PACIFIC (PVT) LTD.,IT INFRASTRUCTURE MANAGEMENT SERVICES,KAREN YOLANDE  NAGAHAWATTE,Knowledge Services,NO. 752/5 DR  DANISTER  DESILVA,"MAWATHA,",COLOMBO 09,2678009,2678009,karen.yolande@tetran.com.au
1678,TAIAN LANKA STEEL COMPANY (PVT) LTD.,STEEL TUBES,S SUBANGAN,Manufacturing,BOI EXPORT PROCESSING ZONE,BORALUGODA,PORUWADANDA,034-2255651,034-2255643,subangan@taianlanka.com
1679,TAILOR STORE INTERNATIONAL (PVT) LTD.,GARMENTS,J M D ACCOUNTANT,Apparel,NO.  135/10,"WENIWELLAKADUWA ROAD,","WARIYAGODA,ALAWWA.",037227706/0775010215,372277061,bandara@tailorstore.com
1680,TANGALLE PROPERTY (PVT) LTD.,HOTEL - 30 ROOMS,R F RASQUINCHO - AREA FIN. CONTROLLER,Tourism & Leisure,"NO.19,GALLE FACE COURT 2",COLOMBO 3.,,2392118,2399935,rrasquinho@amanresorts.com
1681,TAPRO APPARELS (PVT) LTD.,"SHIRTS, BLOUSES, SHORTS",HANIFF - DIRECTOR,Apparel,NO. 17A,VIVEKANANDA HILL,COLOMBO 13.,2435711,2448903,janatha@eureka.lk
1682,TAPROBANE FROZEN FOODS (PVT) LTD.,DEEP SEA AND PROCESSING SEA FOOD,DILAN FERNANDO,Agriculture,"BUBULLA WATTE,","HALDANDUWANA,",DANKOTUWA,"077 7580371,0312261533",031 2258666,dilan@tsf.lk
1683,TAPROBANE SEAFOODS (PVT) LTD.,DEEP SEA FISHING,MR DINUSHA MADHUSHAN - ACCOUNTANT,Agriculture,BUBULLA WATTE,HALDANDUWANA,DANKOTUWA,"077-8258570,031-2258666",03122 58 666,dinusha@tsf.lk
1684,TARGET AGRICULTURE (PVT) LTD.,"FRUITS,SPICES,AGRI. CROPS",K.P.SUMUDU VIBODA DIAZ,Agriculture,TANAMERA ESTATE,IBBAWALA,WELIGAMA.,"091-5453455, 0915 453455",091-5453459,sumudu@target-agriculture.com
1685,TATA COMMUNICATIONS LANKA LTD.,OPERATE AN EXTERNAL GATEWAY FOR INTL. TELECOMMUNICATION,ASHISH DUBEY,Services,"NO 25 , GARDEN VIEW ROOM",TAJ SAMUDRA,COLOMBO 03.,112435524,4627474,suba.gunaratnam@tatacommunications.com
1686,TEA TRAILS (PVT) LTD.,FOUR LEASURE RESORTS - 15 ROOMS,FAYAZ ZACKY,Tourism & Leisure,"NO. 46/38 , NAWAM MW.",COLOMBO 02.,,4767331,2303999,fayaz@forbeswalker.com
1687,TEARDROP HOLIDAYS (PVT) LTD.,BOUTIQUE HOTEL - 15 ROOMS,IBADUN NIZAR,Tourism & Leisure,"30/84, PERERA GARDENS,",OFF PERERA MW,PELAWATTE,779822477,112786430,nizar@teardrop-hotels.com
1688,TECH ONE GLOBAL (PVT) LTD.,"CENTRAL HUB FOR IT RELATED PROD. SUPPORT, CONFIGURATION MGT.",W.K.B.N.S. FERNANDO,Knowledge Services,"LEVEL 16, EAST TOWER,","WORLD TRADE CENTER,","ECHELON SQUARE,",112431361,112431365,amal@technoneglobal.com
1689,TECHSTAR PACKAGING (PVT) LTD.,POLYTHENE & POLYPROPYLENE BAGS,SAMPATH GUNASEKARA,Manufacturing,BLOCK B,"BEPZ, BIYAGAMA",MALWANA,011 4380624,112489961,sampath@techstarsrilanka.com
1690,TEEJAY LANKA PLC,FABRIC & RELATED PRODUCTS,MANJULA THUSHARA- MANAGER FINANCE,Apparel,BLOCK D8 - D14,SEETHAWAKA INDUSTRIAL PARK,AWISSAWELLA,036-4279500,036-4279595,manjulat@texturedjersey.com
1691,TEEJAY LANKA PRINTS (PVT) LTD.,PRINTING OF KNITTED & WOVEN FABRIC,SALMAN NISHTAR,Apparel,D8- D14,SETHAWAKA EXPORT PROCESSING ZONE,,036-4270534,036-4926000,salmanni@teejay.com
1692,TELSHAN NETWORK (PVT) LTD.,TELEVISION & RADIO STATION-B/C,ANIL WICKREMESINGHE,Utilities,9D TOWER BUILDING,"25, STATION RD.",COLOMBO 04.,117206555,2596241,accounts@tnltv.lk
1693,TERRAQUA INTERNATIONAL (PVT) LTD., FIVE MINI HYDRO POWER PLANTS,L.A.L R HEWAGAMA,Utilities,"NO 334,T.B JAYAH  MAWATHA,",,COLOMBO 10..,"0112697151,",112699029,lalith@windforce.lk
1694,TERRAQUA KOKAWITA (PVT) LTD.,1 MW MINI HYDRO POWER PLANT,L A L R HEWAGAMA,Utilities,NO. 334,T B JAYAH MW.,COLOMBO 10,2697151,2699029,lalith@windforce.lk
1695,TESS AGRO PLC,FRUIT PROCESSING PLANT,DILUKA KAUSHAL GOMES - ACCOUNTANT,Agriculture,NO. 87,NEW NUGE RD.,KELANIYA.,2910859,2910615,diluka@tess.lk
1696,TEXLAN CENTER (PVT) LTD.,"GARMENTS - SOCKS, TIGHTS",SURIN MALLAWAARATCHI - FINANCE MANAGER,Apparel,DAGONNA ROAD,BORAGODAWATTA,MINUWANGODA,2295652,2295847,suren@texlanlanka.lk
